Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Deshmukh, J., Tripathy, A.K., Hiran, D.","57191590954; 57200038497; 57205683594","Opinion mining using combinational approach for different domains",2019,"International Journal of Electrical and Computer Engineering",9,"4",,3307,3313,,,10.11591/ijece.v9i4.pp3307-3313,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067248667&partnerID=40&md5=5766fd6df9c83b5f51823d9f770b015f",Article,Final,,Scopus,2-s2.0-85067248667
"Sumathi, D., Selvaraj, P., Burugari, V.K.","57188574517; 57205491608; 57199718187","Principal component analysis for dimensionality reduction for animal classification based on LR",2019,"International Journal of Innovative Technology and Exploring Engineering",8,"10",,1118,1123,,,10.35940/ijitee.J8805.0881019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071303382&partnerID=40&md5=f17ad3225b5ccfb479a9ce459b3b83c2",Article,Final,Open Access,Scopus,2-s2.0-85071303382
"Fei, N., Yang, Y.","57193712732; 55995693300","An Integrated Causal Path Identification Method",2019,"Wuhan University Journal of Natural Sciences",24,"4",,305,313,,,10.1007/s11859-019-1401-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068762159&partnerID=40&md5=995ebb330dbcabf9a43b478f19381383",Article,Final,,Scopus,2-s2.0-85068762159
"Baig, M.M., Afifi, S., GholamHosseini, H., Mirza, F.","57203952765; 57162922700; 55903330400; 52664014200","A Systematic Review of Wearable Sensors and IoT-Based Monitoring Applications for Older Adults – a Focus on Ageing Population and Independent Living",2019,"Journal of Medical Systems",43,"8", 233,,,,,10.1007/s10916-019-1365-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067345187&partnerID=40&md5=4bd834fc6473bc2352c89da1474fb123",Review,Final,,Scopus,2-s2.0-85067345187
"Smaïl-Tabbone, M., Rance, B.","8870198900; 23390302600","Contributions from the 2018 Literature on Bioinformatics and Translational Informatics",2019,"Yearbook of medical informatics",28,"1",,190,193,,,10.1055/s-0039-1677945,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071982843&partnerID=40&md5=d292c13326343c7ac7d020e11fb6fe76",Article,Final,Open Access,Scopus,2-s2.0-85071982843
"Zhao, C., Qian, S., Huang, Q., Wu, G., Meng, C.","55904594200; 57210999450; 57210992269; 57210998766; 57211004926","Prediction of minimum water level in Baiyangdian Lake based on precipitation | 基于降水量的白洋淀最低水位预测研究",2019,"Chinese Journal of Eco-Agriculture",27,"8",,1238,1244,,,10.13930/j.cnki.cjea.180781,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072170395&partnerID=40&md5=0e6ed777c35ed0fb589f3288fff42e68",Article,Final,,Scopus,2-s2.0-85072170395
"Hsu, W., Baumgartner, C., Deserno, T.","55841504400; 57210948450; 21233724300","Advancing Artificial Intelligence in Sensors, Signals, and Imaging Informatics",2019,"Yearbook of medical informatics",28,"1",,115,117,,,10.1055/s-0039-1677943,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071976697&partnerID=40&md5=b77444e18b8f23b108a99471f0476587",Article,Final,Open Access,Scopus,2-s2.0-85071976697
"Molina, M., Garip, F.","57210208869; 8867254900","Machine Learning for Sociology",2019,"Annual Review of Sociology",45,"",,27,45,,2,10.1146/annurev-soc-073117-041106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069732056&partnerID=40&md5=2c3c59d64379b7523bba448d5501849b",Article,Final,,Scopus,2-s2.0-85069732056
"Sajedi, H., Mohammadipanah, F., Rahimi, S.A.H.","24477912600; 34977338000; 57200199996","Actinobacterial strains recognition by Machine learning methods",2019,"Multimedia Tools and Applications",78,"14",,20285,20307,,,10.1007/s11042-019-7379-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062611864&partnerID=40&md5=d0c3bf5bf93d574b169f755f0c34e044",Article,Final,,Scopus,2-s2.0-85062611864
"Kaur, P., Kumar, R., Kumar, M.","57209527405; 8693547600; 26633172500","A healthcare monitoring system using random forest and internet of things (IoT)",2019,"Multimedia Tools and Applications",78,"14",,19905,19916,,2,10.1007/s11042-019-7327-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061994274&partnerID=40&md5=83e0b7b49fe43c9329a93fcb669f662d",Article,Final,,Scopus,2-s2.0-85061994274
"Pei, E., Jiang, D., Alioscha-Perez, M., Sahli, H.","56623211900; 26653458700; 55532123600; 7004262124","Continuous affect recognition with weakly supervised learning",2019,"Multimedia Tools and Applications",78,"14",,19387,19412,,,10.1007/s11042-019-7313-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061404479&partnerID=40&md5=6290536e1ff472d4de6504b258713a63",Article,Final,,Scopus,2-s2.0-85061404479
"Tandon, A., de Ferranti, S.D.","57210475143; 57195454443","Wearable Biosensors in Pediatric Cardiovascular Disease",2019,"Circulation",140,"5",,350,352,,,10.1161/CIRCULATIONAHA.119.038483,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070808311&partnerID=40&md5=f3af4f8716bb46ff683b5d9773b09f3b",Article,Final,Open Access,Scopus,2-s2.0-85070808311
"Huang, Y., Li, Z., Risinger, A.L., Enslow, B.T., Zeman, C.J., Gong, J., Yang, Y., Schanze, K.S.","57034477900; 55850597500; 14829691200; 57208280184; 57132750500; 57209990493; 57195560094; 7006218311","Fluorescence spectral shape analysis for nucleotide identification",2019,"Proceedings of the National Academy of Sciences of the United States of America",116,"31",,15386,15391,,,10.1073/pnas.1820713116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070212895&partnerID=40&md5=e2acec44f037c925a3cd60f7b8287a9e",Article,Final,Open Access,Scopus,2-s2.0-85070212895
"Chard, R., Ward, L., Li, Z., Babuji, Y., Woodard, A., Tuecke, S., Chard, K., Blaiszik, B., Foster, I.","55588066400; 55556371700; 57209978998; 57193607019; 57208845223; 6602740450; 9132950200; 15043808100; 35572232000","Publishing and serving machine learning models with DLHub",2019,"ACM International Conference Proceeding Series",,"", 3332246,,,,,10.1145/3332186.3332246,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070978049&partnerID=40&md5=b9fbee26969d0f8a9dc51987b07b0814",Conference Paper,Final,,Scopus,2-s2.0-85070978049
"Tanash, M., Dunn, B., Andresen, D., Hsu, W., Yang, H., Okanlawon, A.","57191583237; 57210587011; 7005952036; 7402002968; 57201319476; 57210587723","Improving HPC system performance by predicting job resources via supervised machine learning",2019,"ACM International Conference Proceeding Series",,"", 3333041,,,,,10.1145/3332186.3333041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071007479&partnerID=40&md5=42949144fd9b4ee548cb77e94abf5af9",Conference Paper,Final,,Scopus,2-s2.0-85071007479
"Mehringer, S., Myers, C.R., Houchins, J., Rivera, L.","55826547500; 7202313830; 56310018900; 55343248200","Mining online training log data",2019,"ACM International Conference Proceeding Series",,"", 3332235,,,,,10.1145/3332186.3332235,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071009476&partnerID=40&md5=1d5a4c3a0a2ea74d7bacae7203804d44",Conference Paper,Final,,Scopus,2-s2.0-85071009476
"Betancourt, F., Wong, K., Asemota, E., Marshall, Q., Nichols, D., Tomov, S.","57210581428; 7404759030; 57210569038; 57210589231; 57210573136; 6602814557","OpenDiel: A parallel workflow engine and data analytics framework",2019,"ACM International Conference Proceeding Series",,"", 3333051,,,,,10.1145/3332186.3333051,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070968582&partnerID=40&md5=58210dbdf18f89ddccdbd871022a8046",Conference Paper,Final,,Scopus,2-s2.0-85070968582
"Beltre, A., Zaman, S., Chiu, K., Pamidighantam, S., Qiao, X., Govindaraju, M.","57193485014; 57210260667; 8914203900; 14052553200; 54791400600; 35587184000","Towards run time estimation of the Gaussian chemistry code for seagrid science gateway",2019,"ACM International Conference Proceeding Series",,"", 3338101,,,,,10.1145/3332186.3338101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070949949&partnerID=40&md5=70e62b6ab844e1346b280fcff73ebbd1",Conference Paper,Final,,Scopus,2-s2.0-85070949949
"Katragadda, S., Gottumukkala, R., Venna, S., Lipari, N., Gaikwad, S., Pusala, M., Chen, J., Borst, C.W., Raghavan, V., Bayoumi, M.","56308730300; 8942199000; 57194481468; 35211051600; 57203984637; 57188698709; 57196224747; 9736479200; 7103398123; 7102207253","Vastream: A visual analytics system for fast data streams",2019,"ACM International Conference Proceeding Series",,"", 3332256,,,,,10.1145/3332186.3332256,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070950749&partnerID=40&md5=e2ee3b306ef1b97780fe81403d1c121f",Conference Paper,Final,,Scopus,2-s2.0-85070950749
"Christopher, J., Jung, G., Doane, C.","57195153951; 55884782300; 57210588932","Making it more secure",2019,"ACM International Conference Proceeding Series",,"", 3332250,,,,,10.1145/3332186.3332250,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071030237&partnerID=40&md5=bb2f9fc06e026c41a3a570e9dd56f179",Conference Paper,Final,,Scopus,2-s2.0-85071030237
"Koehl, P., Delarue, M., Orland, H.","7003327102; 57206138878; 7003550398","Optimal transport at finite temperature",2019,"Physical Review E",100,"1", 013310,,,,1,10.1103/PhysRevE.100.013310,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069955063&partnerID=40&md5=bb9ad59c25c56a1b11198a0a2a49e810",Article,Final,,Scopus,2-s2.0-85069955063
"Biradar, C.M., Ghosh, S., Löw, F., Singh, R., Chandna, P., Sarker, A., Sahoo, R.N., Swain, N., Choudhury, G., Agrawal, S., Rizvi, N., El-Shamaa, K., Atassi, L., Dong, J., Gaur, A., Werry, J.","23032969000; 55478988000; 48661217200; 36067529400; 24528623200; 57210596092; 14027251500; 57210598245; 57210686045; 57162044700; 57210605489; 57210600372; 57164020300; 22956851400; 57210604603; 57210603554","Geo big data and digital augmentation for accelerating agroecological intensification in drylands",2019,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",42,"3/W6",,545,548,,,10.5194/isprs-archives-XLII-3-W6-545-2019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071111497&partnerID=40&md5=a1a7ca82dc91a356653e3b9f487b164f",Conference Paper,Final,Open Access,Scopus,2-s2.0-85071111497
"Ahmed, Z., Amizadeh, S., Bilenko, M., Carr, R., Chin, W.-S., Dekel, Y., Dupre, X., Eksarevskiy, V., Filipi, S., Finley, T., Goswami, A., Hoover, M., Inglis, S., Interlandi, M., Kazmi, N., Krivosheev, G., Luferenko, P., Matantsev, I., Matusevych, S., Moradi, S., Nazirov, G., Ormont, J., Oshri, G., Pagnoni, A., Parmar, J., Roy, P., Siddiqui, M.Z., Weimer, M., Zahirazami, S., Zhu, Y.","57210639506; 24490721100; 7006143034; 57210638916; 57210646344; 57210635789; 57210641484; 57210639878; 57210640444; 56589706400; 57210636493; 57210638070; 57210647658; 35932341300; 57210646338; 57210635163; 57210647362; 57210643280; 55893355500; 57210635565; 57210647674; 26029500200; 56006407100; 57210637504; 57193606890; 57210640817; 57210638328; 24451548400; 16178387400; 57210637792","Machine learning at microsoft with ML.Net",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,2448,2458,,,10.1145/3292500.3330667,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071184378&partnerID=40&md5=349b288faa6aef86060ce485bc099333",Conference Paper,Final,,Scopus,2-s2.0-85071184378
"Bernardi, L., Mavridis, T., Estevez, P.","56903788200; 57210640958; 57210646863","150 successful machine learning models: 6 lessons learned at Booking.com",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,1743,1751,,,10.1145/3292500.3330744,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071186611&partnerID=40&md5=bcbf9ef587dd1b475e9ca4231e218f15",Conference Paper,Final,,Scopus,2-s2.0-85071186611
"Hulsebos, M., Satyanarayan, A., Hu, K., Kraska, T., Bakker, M., Demiralp, Ç., Zgraggen, E., Hidalgo, C.","57204048123; 55193351500; 56540627700; 25823846800; 57209398499; 6508035604; 56414793800; 8362331000","Sherlock: A deep learning approach to semantic data type detection",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,1500,1508,,,10.1145/3292500.3330993,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071194625&partnerID=40&md5=2862926b0decd511a50028d6f6ccb61e",Conference Paper,Final,,Scopus,2-s2.0-85071194625
"Yan, J., Xu, H., Li, L.","36026971200; 54788433800; 55349154100","Modeling and applications for temporal point processes",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,3227,3228,,,10.1145/3292500.3332298,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071183211&partnerID=40&md5=31c5ec06cefcaf27613bf57a2c37f07b",Conference Paper,Final,,Scopus,2-s2.0-85071183211
"Schön, C., Dittrich, J., Müller, R.","57210637720; 57210640984; 57210646382","The error is the feature: How to Forecast Lightning using a Model Prediction Error",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,2979,2988,,,10.1145/3292500.3330682,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071169155&partnerID=40&md5=b663b811b1d656003954812c6bab1081",Conference Paper,Final,Open Access,Scopus,2-s2.0-85071169155
"Nosakhare, E., Picard, R.","56690495100; 57208461160","Probabilistic latent variable modeling for assessing behavioral influences on well-being",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,2718,2726,,,10.1145/3292500.3330738,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071155535&partnerID=40&md5=1694c3ddce3f16143270635c91cf6683",Conference Paper,Final,,Scopus,2-s2.0-85071155535
"Wagstaff, K.L., Doran, G., Davies, A., Anwar, S., Chakraborty, S., Cameron, M., Daubar, I., Phillips, C.","10240894700; 36886567100; 35500245000; 57209142934; 57207011827; 57210636906; 6507225830; 57210531865","Enabling onboard detection of events of scientific interest for the Europa clipper spacecraft",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,2191,2201,,,10.1145/3292500.3330656,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071169861&partnerID=40&md5=5277b9061ecae0b7a6f43ee5045606f5",Conference Paper,Final,,Scopus,2-s2.0-85071169861
"Wang, X., Zhu, W., Liu, C.","56655200000; 7404232311; 57192062632","Social recommendation with optimal limited attention",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,1518,1527,,,10.1145/3292500.3330939,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071184850&partnerID=40&md5=b96d9474878e582492a195487561cad2",Conference Paper,Final,,Scopus,2-s2.0-85071184850
"Zafarani, R., Zhou, X., Shu, K., Liu, H.","20437134500; 57190741150; 57192389892; 7409751811","Fake news research: Theories, detection strategies, and open problems",2019,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining",,"",,3207,3208,,,10.1145/3292500.3332287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071198824&partnerID=40&md5=3c7745c47524c4f3af59ecf09ac3e2c5",Conference Paper,Final,,Scopus,2-s2.0-85071198824
"Walker, A.R., Datta, S.","57207018679; 57202681596","Identification of city specific important bacterial signature for the MetaSUB CAMDA challenge microbiome data",2019,"Biology direct",14,"1",,11,,,,10.1186/s13062-019-0243-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070516432&partnerID=40&md5=59815c52b5d858cfd1e428a48612fd62",Article,Final,Open Access,Scopus,2-s2.0-85070516432
"Vinish D’silva, J., De Moor, F., Kemme, B.","57210701867; 57205169195; 6603397518","Keep your host language object and also query it a case for SQL query support in RDBMS for host language objects",2019,"ACM International Conference Proceeding Series",,"",,133,144,,,10.1145/3335783.3335798,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071257029&partnerID=40&md5=364e8141a4f9725678e0e103d7fa1e7a",Conference Paper,Final,,Scopus,2-s2.0-85071257029
"Gal, D., Thijs, B., Glänzel, W., Sipido, K.R.","25629533300; 55902477900; 7003697821; 7006601988","Hot topics and trends in cardiovascular research",2019,"European heart journal",40,"28",,2363,2374,,,10.1093/eurheartj/ehz282,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070181495&partnerID=40&md5=85f66f68c84484e795797e18ffb7ab8a",Article,Final,Open Access,Scopus,2-s2.0-85070181495
"Pedersen, G.A., Zajkowska, Z., Kieling, C., Gautam, K., Mondelli, V., Fisher, H.L., Swartz, J.R., Adewuya, A., Karmacharya, R., Kohrt, B.A.","57202535897; 56149382700; 57211086364; 57203241409; 15073211100; 9235818300; 7102058527; 9336864100; 36639842400; 6506441612","Protocol for a systematic review of the development of depression among adolescents and young adults: Psychological, biological, and contextual perspectives around the world",2019,"Systematic Reviews",8,"1", 179,,,,,10.1186/s13643-019-1104-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069454033&partnerID=40&md5=2408eb6345f0c2ca7bbc50da5c58e7ab",Review,Final,Open Access,Scopus,2-s2.0-85069454033
"Batra, R., Pilania, G., Uberuaga, B.P., Ramprasad, R.","57189219132; 26221914300; 35562624700; 8927327700","Multifidelity Information Fusion with Machine Learning: A Case Study of Dopant Formation Energies in Hafnia",2019,"ACS Applied Materials and Interfaces",11,"28",,24906,24918,,1,10.1021/acsami.9b02174,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064996190&partnerID=40&md5=280bb55b9ef8d0360d924ded1b1a6f95",Review,Final,,Scopus,2-s2.0-85064996190
