Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Anggraeny, F.T., Purbasari, I.Y.","55902033000; 57189693045","Modification of hidden layer weight in extreme learning machine using gain ratio",2016,"MATEC Web of Conferences",58,"", 03010,,,,,10.1051/matecconf/20165803010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974593584&partnerID=40&md5=21d2550827ed83533c837f58dc82bb6e",Conference Paper,Final,Open Access,Scopus,2-s2.0-84974593584
[No author name available],[No author name available],"WebSci 2016 - Proceedings of the 2016 ACM Web Science Conference",2016,"WebSci 2016 - Proceedings of the 2016 ACM Web Science Conference",,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976448997&partnerID=40&md5=bd609c7cf5dac25f7dd3a2f9b546498b",Conference Review,Final,,Scopus,2-s2.0-84976448997
"Ristov, S., Ackovska, N., Kirandziska, V., Gusev, M.","49561774300; 18433777900; 55603458400; 7102901664","Is the computer science curriculum ready to teach students towards hardwarizing?",2016,"IEEE Global Engineering Education Conference, EDUCON",10-13-April-2016,"", 7474584,397,402,,1,10.1109/EDUCON.2016.7474584,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994673500&partnerID=40&md5=2f34f5957b2fc4e42a31626b0eac6b38",Conference Paper,Final,,Scopus,2-s2.0-84994673500
"Gupta, R., Chaspari, T., Kim, J., Kumar, N., Bone, D., Narayanan, S.","55705298800; 55351228300; 35179826300; 57201756214; 42060911900; 57203260136","Pathological speech processing: State-of-the-art, current challenges, and future directions",2016,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",2016-May,"", 7472923,6470,6474,,14,10.1109/ICASSP.2016.7472923,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973402093&partnerID=40&md5=a87edd81e8cb6ba3258abe07f78507c7",Conference Paper,Final,,Scopus,2-s2.0-84973402093
"Khalaf, M., Hussain, A.J., Keight, R., Al-Jumeily, D., Keenan, R., Fergus, P., Idowu, I.O.","56913099200; 56212648400; 57188931175; 23090210900; 36961766800; 55905767600; 56288576400","The utilisation of composite machine learning models for the classification of medical datasets for sickle cell disease",2016,"2016 6th International Conference on Digital Information Processing and Communications, ICDIPC 2016",,"", 7470788,37,41,,5,10.1109/ICDIPC.2016.7470788,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974824451&partnerID=40&md5=8e2928c75a6f9a18eb7e67566f07b7b7",Conference Paper,Final,,Scopus,2-s2.0-84974824451
"Nader, P., Honeine, P., Beauseroy, P.","56177517300; 16068393800; 6507910268","Detection of cyberattacks in a water distribution system using machine learning techniques",2016,"2016 6th International Conference on Digital Information Processing and Communications, ICDIPC 2016",,"", 7470786,25,30,,8,10.1109/ICDIPC.2016.7470786,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974799157&partnerID=40&md5=84126c04a80ee077d840e20342ded9a7",Conference Paper,Final,,Scopus,2-s2.0-84974799157
"Atoui, I., Ahmad, A., Medlej, M., Makhoul, A., Tawbe, S., Hijazi, A.","56938730800; 57189712499; 49863920800; 18434649900; 57189708873; 7004024876","Tree-based data aggregation approach in wireless sensor network using fitting functions",2016,"2016 6th International Conference on Digital Information Processing and Communications, ICDIPC 2016",,"", 7470808,146,150,,6,10.1109/ICDIPC.2016.7470808,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974849347&partnerID=40&md5=4f4750e0bddc556bb39694a77bc9852d",Conference Paper,Final,,Scopus,2-s2.0-84974849347
"Quan, H., Williamson, T.","7102834870; 35270666600","Guiding the reporting of studies that use routinely collected health data",2016,"CMAJ",188,"8",,559,560,,3,10.1503/cmaj.151470,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84968735629&partnerID=40&md5=429b4d4c4b2f355ab30c5425e7d572f2",Note,Final,Open Access,Scopus,2-s2.0-84968735629
"El-Mawass, N., Alaboodi, S.","55320784800; 55378341800","Detecting Arabic spammers and content polluters on Twitter",2016,"2016 6th International Conference on Digital Information Processing and Communications, ICDIPC 2016",,"", 7470791,53,58,,10,10.1109/ICDIPC.2016.7470791,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974822753&partnerID=40&md5=d0b00fa02b44fb4132978b38f9f5735d",Conference Paper,Final,,Scopus,2-s2.0-84974822753
"Staples, M., Zhu, L., Grundy, J.","22636315200; 7404202229; 7102156137","Continuous validation for data analytics systems",2016,"Proceedings - International Conference on Software Engineering",,"",,769,772,,5,10.1145/2889160.2889207,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84999030167&partnerID=40&md5=241cb7426f453da57ff63957660c1c3e",Conference Paper,Final,,Scopus,2-s2.0-84999030167
"Kim, M., Zimmermann, T., DeLine, R., Begel, A.","57203466476; 16308551800; 6602118069; 6506114539","The emerging role of data scientists on software development teams",2016,"Proceedings - International Conference on Software Engineering",14-22-May-2016,"",,96,107,,38,10.1145/2884781.2884783,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971418613&partnerID=40&md5=2f3fc755d1f154d0f9118e54c92901b0",Conference Paper,Final,Open Access,Scopus,2-s2.0-84971418613
"Gillies, M., Fiebrink, R., Tanaka, A., Garcia, J., Bevilacqua, F., Heloir, A., Nunnari, F., Mackay, W., Amershi, S., Lee, B., D'alessandro, N., Tilmanne, J., Kulesza, T., Caramiaux, B.","7006152225; 36095844900; 55330699600; 57199440948; 57204340555; 56295327800; 17346466000; 7102699682; 23007675700; 8705619100; 25640649100; 24778963100; 25822606500; 16201712500","Human-centered machine learning",2016,"Conference on Human Factors in Computing Systems - Proceedings",07-12-May-2016,"",,3558,3565,,19,10.1145/2851581.2856492,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014636018&partnerID=40&md5=391b72280920834c1d4f4d62fb080dc2",Conference Paper,Final,,Scopus,2-s2.0-85014636018
"Zhang, X., Brown, H.-F., Shankar, A.","57193928814; 57054732300; 57055148600","Data-driven personas: Constructing archetypal users with clickstreams and user telemetry",2016,"Conference on Human Factors in Computing Systems - Proceedings",,"",,5350,5359,,24,10.1145/2858036.2858523,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015047232&partnerID=40&md5=636a114d1afd97a6bb78d67905ff07fa",Conference Paper,Final,,Scopus,2-s2.0-85015047232
"Krishna, R., Hata, K., Chen, S., Kravitz, J., Shamma, D.A., Fei-Fei, L., Bernstein, M.S.","57141831300; 57193204043; 57193203125; 57193198098; 7801387993; 8952942000; 57193014048","Embracing error to enable rapid crowdsourcing",2016,"Conference on Human Factors in Computing Systems - Proceedings",,"",,3167,3179,,21,10.1145/2858036.2858115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014738021&partnerID=40&md5=17cc97854ba9b35c0c9b6890fe25443b",Conference Paper,Final,,Scopus,2-s2.0-85014738021
"Mueller, T., Kusne, A.G., Ramprasad, R.","56363360200; 57193763559; 8927327700","Machine Learning in Materials Science: Recent Progress and Emerging Applications",2016,"Reviews in Computational Chemistry",29,"",,186,273,,99,10.1002/9781119148739.ch4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016437770&partnerID=40&md5=24edaa5b092340a1e7bb79ca6b87791b",Book Chapter,Final,,Scopus,2-s2.0-85016437770
"Quirós, P., Alonso, J.M., Pancho, D.P.","56215254700; 55618144400; 36632959900","Descriptive and Comparative Analysis of Human Perceptions expressed through Fuzzy Rating Scale-based Questionnaires",2016,"International Journal of Computational Intelligence Systems",9,"3",,450,467,,4,10.1080/18756891.2016.1175811,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963649847&partnerID=40&md5=e64c6b5519697bd9ed5a9342b06555d3",Article,Final,Open Access,Scopus,2-s2.0-84963649847
"Kanevsky, J., Corban, J., Gaster, R., Kanevsky, A., Lin, S., Gilardino, M.","54884626600; 35798176400; 55150139400; 57188996514; 8693135200; 34876468100","Big Data and Machine Learning in Plastic Surgery: A New Frontier in Surgical Innovation",2016,"Plastic and Reconstructive Surgery",137,"5",,890e,897e,,15,10.1097/PRS.0000000000002088,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964669340&partnerID=40&md5=81dea75a91b9a2075ae063912dc530e6",Article,Final,,Scopus,2-s2.0-84964669340
"Talbi, E.-G.","6701668267","Combining metaheuristics with mathematical programming, constraint programming and machine learning",2016,"Annals of Operations Research",240,"1",,171,215,,12,10.1007/s10479-015-2034-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945237619&partnerID=40&md5=d62d656e1aadd0aaea2d26829f982353",Article,Final,,Scopus,2-s2.0-84945237619
"Singh, K., Smallen, S., Tilak, S., Saul, L.","56535761900; 8787342100; 6701660216; 7005701303","Failure analysis and prediction for the CIPRES science gateway",2016,"Concurrency Computation",28,"7",,1971,1981,,1,10.1002/cpe.3715,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958012416&partnerID=40&md5=1ee4bae5a1842020f7b2a4e3bf71b1e0",Conference Paper,Final,,Scopus,2-s2.0-84958012416
"Langan, R.T., Archibald, R.K., Lamberti, V.E.","56217453000; 7005508091; 6602689985","Nuclear forensics analysis with missing data",2016,"Journal of Radioanalytical and Nuclear Chemistry",308,"2",,687,692,,,10.1007/s10967-015-4458-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944707514&partnerID=40&md5=97fb53101e557551529146a592118ff1",Article,Final,,Scopus,2-s2.0-84944707514
"Ivanov, A.I., Lozhnikov, P.S., Serikova, Y.I.","57189212610; 55027255900; 57204221509","Reducing the Size of a Sample Sufficient for Learning Due to the Symmetrization of Correlation Relationships Between Biometric Data<sup>*</sup>",2016,"Cybernetics and Systems Analysis",52,"3",,379,385,,8,10.1007/s10559-016-9838-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978897553&partnerID=40&md5=48bd90ee4eb9d8fa84f9eafc969f6178",Article,Final,,Scopus,2-s2.0-84978897553
"Zhou, Y., He, J., Gu, H., Zhang, J.","57189445899; 56597146400; 57191586898; 56070374800","A fast partial label learning algorithm based on max-loss function",2016,"Jisuanji Yanjiu yu Fazhan/Computer Research and Development",53,"5",,1053,1062,,1,10.7544/issn1000-1239.2016.20150267,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971301430&partnerID=40&md5=76e79ea82b5f1960aa298cd26617282e",Article,Final,,Scopus,2-s2.0-84971301430
"Christy, A.P., Rama, N.","57189506922; 56574849100","Relevance and resonance of data science in performance prediction and visualization",2016,"Indian Journal of Science and Technology",9,"19", 93885,,,,,10.17485/ijst/2016/v9i19/93885,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971576959&partnerID=40&md5=2376c01dd943903b59de1b3e87208848",Article,Final,,Scopus,2-s2.0-84971576959
"Chintagunta, P., Hanssens, D.M., Hauser, J.R.","7003832792; 6602436676; 24821796800","Marketing science and big data",2016,"Marketing Science",35,"3",,341,342,,11,10.1287/mksc.2016.0996,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969780849&partnerID=40&md5=eb58a14530f1986b57fef857cd6c2612",Editorial,Final,Open Access,Scopus,2-s2.0-84969780849
"Beck, D.A.C., Carothers, J.M., Subramanian, V.R., Pfaendtner, J.","55151658000; 9039200700; 7202536519; 8924119700","Data science: Accelerating innovation and discovery in chemical engineering",2016,"AIChE Journal",62,"5",,1402,1416,,21,10.1002/aic.15192,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84959421105&partnerID=40&md5=a2ea84fcbb25f342cc1db9356fac1cd0",Article,Final,,Scopus,2-s2.0-84959421105
"Salvatore, C., Battista, P., Castiglioni, I.","55517025900; 56039695100; 6603570829","Frontiers for the early diagnosis of AD by means of MRI brain imaging and support vector machines",2016,"Current Alzheimer Research",13,"5",,509,533,,27,10.2174/1567205013666151116141705,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964054020&partnerID=40&md5=a01b6ce77519a75ba5dad75d99f8203c",Article,Final,,Scopus,2-s2.0-84964054020
"Vigneron, V., Kodewitz, A., Tome, A.M., Lelandais, S., Lang, E.","6603593429; 36192915800; 7006456423; 6603495737; 55450919700","Alzheimer’s disease brain areas: The machine learning support for blind localization",2016,"Current Alzheimer Research",13,"5",,498,508,,3,10.2174/1567205013666160314144822,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964091184&partnerID=40&md5=51cf57749b52b943a8d7823c6eeb4443",Article,Final,,Scopus,2-s2.0-84964091184
"Gomez Gonzalez, C.A., Absil, O., Absil, P.-A., Van Droogenbroeck, M., Mawet, D., Surdej, J.","56301133700; 6602748263; 7003410287; 6603144384; 10244805800; 6701693597","Low-rank plus sparse decomposition for exoplanet detection in direct-imaging ADI sequences: The LLSG algorithm",2016,"Astronomy and Astrophysics",589,"", A54,,,,20,10.1051/0004-6361/201527387,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964579381&partnerID=40&md5=9162fd2a769697f5a1b4b9ddce33fb5a",Article,Final,Open Access,Scopus,2-s2.0-84964579381
"Shen, X., Gong, X., Cai, Y., Guo, Y., Tu, J., Li, H., Zhang, T., Wang, J., Xue, F., Zhu, Z.-J.","57188577522; 57188572077; 56652866700; 56652832500; 57188576084; 57188577294; 57206941801; 55914065500; 8925496400; 23007287000","Normalization and integration of large-scale metabolomics data using support vector regression",2016,"Metabolomics",12,"5", 89,,,,32,10.1007/s11306-016-1026-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961705061&partnerID=40&md5=7f3bd31be87cacd5c96e2202626fc264",Article,Final,,Scopus,2-s2.0-84961705061
"Hubbard, A.E., Kherad-Pajouh, S., Van Der Laan, M.J.","35551340400; 35746638600; 7005398941","Statistical Inference for Data Adaptive Target Parameters",2016,"International Journal of Biostatistics",12,"1",,3,19,,2,10.1515/ijb-2015-0013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975303492&partnerID=40&md5=725b6897ae1094aa53d67c540bb5b3e2",Article,Final,Open Access,Scopus,2-s2.0-84975303492
"Wongthanavasu, S., Ponkaew, J.","14051173200; 54892095000","A cellular automata-based learning method for classification",2016,"Expert Systems with Applications",49,"",,99,111,,9,10.1016/j.eswa.2015.12.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84953425990&partnerID=40&md5=4e5fdeb2a8a98ecd93fc8ed9328f9fa1",Article,Final,,Scopus,2-s2.0-84953425990
"Gawron, J.M., Stephens, K.","16467645500; 55971079500","Sparsity and normalization in word similarity systems",2016,"Natural Language Engineering",22,"3",,351,395,,,10.1017/S1351324915000261,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939505951&partnerID=40&md5=6de7ea29b49c5c6b7d576a79fc656cb0",Article,Final,,Scopus,2-s2.0-84939505951
"Zhang, X.-J., Lu, Y.-F., Zhang, S.-H.","57189392047; 57189378113; 36968379500","Multi-Task Learning for Food Identification and Analysis with Deep Convolutional Neural Networks",2016,"Journal of Computer Science and Technology",31,"3",,489,500,,14,10.1007/s11390-016-1642-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969944504&partnerID=40&md5=224f57b87e4ec09b5c28e47aba9728ef",Article,Final,,Scopus,2-s2.0-84969944504
"Wei, J., Fang, Q., Zheng, X., Lu, W., He, Y., Dang, J.","55473747400; 57203987403; 56428218200; 23397267800; 57204470849; 7006574053","Mapping ultrasound-based articulatory images and vowel sounds with a deep neural network framework",2016,"Multimedia Tools and Applications",75,"9",,5223,5245,,3,10.1007/s11042-015-3038-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84946132748&partnerID=40&md5=24ad875ce41bd8d759b5d3ef5c86f35c",Article,Final,,Scopus,2-s2.0-84946132748
"Peker, M.","55954059600","A decision support system to improve medical diagnosis using a combination of k-medoids clustering based attribute weighting and SVM",2016,"Journal of Medical Systems",40,"5", 116,,,,19,10.1007/s10916-016-0477-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961631519&partnerID=40&md5=76fc7e40cb0a22626882d9591bd8bbd3",Article,Final,,Scopus,2-s2.0-84961631519
"Murphy, R.R.","7403470480","Emergency Informatics: Using Computing to Improve Disaster Management",2016,"Computer",49,"5", 7469999,19,27,,7,10.1109/MC.2016.135,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969929982&partnerID=40&md5=b9e3c3bb55986247f8acb51d310465ec",Article,Final,,Scopus,2-s2.0-84969929982
"Dimova, D., Bajorath, J.","55390328300; 7101742328","Advances in activity cliff research",2016,"Molecular Informatics",35,"5",,181,191,,12,10.1002/minf.201600023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962641152&partnerID=40&md5=90ca937b30392a8647c05106079d0c1d",Review,Final,,Scopus,2-s2.0-84962641152
"Kannan, K., Raja, K.","57206387024; 55515346100","DPAT based knowledge retrieval for online buyers using decision making approach",2016,"International Journal of Applied Engineering Research",11,"7",,5046,5051,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84966330324&partnerID=40&md5=fdd5d22c428d0cb4292b7d2a091df7ea",Article,Final,,Scopus,2-s2.0-84966330324
"Chan, W.-C., Lin, W.-C.","35329314400; 36062898900","Metamirclust: Discovery and exploration of evolutionarily conserved miRNA clusters",2016,"Methods in Molecular Biology",1375,"",,75,89,,3,10.1007/7651_2015_237,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84965164206&partnerID=40&md5=cdb7fdd4d1d23607b00fc374f1132ffa",Article,Final,,Scopus,2-s2.0-84965164206
"Martinez-Murcia, F.J., Górriz, J.M., Ramírez, J., Ortiz, A.","55062058300; 7004736801; 57191694395; 18434650900","A spherical brain mapping of MR images for the detection of Alzheimer’s disease",2016,"Current Alzheimer Research",13,"5",,575,588,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964068157&partnerID=40&md5=3d0a81e146b242167765f63502614e01",Article,Final,,Scopus,2-s2.0-84964068157
